# error-message-inventory.csv -- user-facing error strings inventory (API error envelope messages + UI-defined fallback/boundary text). Scope EXCLUDES src/domains/import/, src/app/(app)/import/, and src/app/api/import/ -- owned by another workstream, not touched or inventoried here. harm_rank: 1=worst (no idea what to do), 2=wrong cause stated, 3=raw/technical leakage, 4=terse but honest, 5=already clear (lower priority). verified=yes means a test proves the route in reachable_state renders proposed_message; blank = not yet addressed by this pass of the loop.
id,source_file,line,code,current_message,surface,reachable_state,harm_rank,proposed_message,verified
api-210,src/app/api/scan/route.ts,259,mixed_pdf_batch,"(dynamic) pdfCount > 1
        ? `Upload one PDF per invoice. You selected ${pdfCount} PDFs — scan each invoice separately, or take a photo of each page for a multi-page paper invoice.`
        : ""A PDF is a complete invoice on its own. Upload it by itself, or upload photos without a PDF.""",api,POST /api/scan,5,,
api-211,src/app/api/scans/[id]/commit/route.ts,43,not_found,Scan not found.,api,POST /api/scans/:id/commit,5,,
api-212,src/app/api/scans/[id]/commit/route.ts,47,bad_request,Scan has no valid line items to commit.,api,POST /api/scans/:id/commit,5,,
api-213,src/app/api/scans/[id]/commit/route.ts,66,scan_already_committed,This scan has already been committed to inventory.,api,POST /api/scans/:id/commit,5,,
api-214,src/app/api/scans/[id]/image/route.ts,38,not_found,Scan image not found.,api,GET /api/scans/:id/image,5,,
api-215,src/app/api/scans/[id]/image/route.ts,41,internal_error,Failed to generate image URL.,api,GET /api/scans/:id/image,5,,
api-216,src/app/api/scans/[id]/re-extract/route.ts,39,error.code,Unable to extract wines from stored OCR.,api,? /api/scans/:id/re-extract,5,,
api-217,src/app/api/scans/[id]/re-extract/route.ts,47,rate_limited,Extraction provider rate limited.,api,? /api/scans/:id/re-extract,5,,
api-218,src/app/api/scans/[id]/re-extract/route.ts,50,bad_input,Stored OCR could not be processed.,api,? /api/scans/:id/re-extract,5,,
api-219,src/app/api/scans/[id]/re-extract/route.ts,57,bad_gateway,Extraction provider unavailable.,api,? /api/scans/:id/re-extract,5,,
api-220,src/app/api/scans/[id]/re-extract/route.ts,84,not_found,Scan not found.,api,POST /api/scans/:id/re-extract,5,,
api-221,src/app/api/scans/[id]/re-extract/route.ts,88,missing_ocr_text,Scan has no stored OCR text to re-extract.,api,POST /api/scans/:id/re-extract,5,,
api-222,src/app/api/scans/[id]/re-extract/route.ts,102,invalid_ocr_text,Scan has no valid OCR text to re-extract.,api,POST /api/scans/:id/re-extract,5,,
api-223,src/app/api/scans/[id]/re-extract/route.ts,124,no_wines_extracted,No wines could be extracted from the stored OCR.,api,POST /api/scans/:id/re-extract,5,,
api-224,src/app/api/scans/[id]/re-extract/route.ts,213,scan_superseded,Scan was updated by another request while this re-extraction was running.,api,POST /api/scans/:id/re-extract,5,,
api-225,src/app/api/stock-adjustments/route.ts,57,not_found,Wine not found.,api,POST /api/stock-adjustments,5,,
api-226,src/app/api/stock-adjustments/route.ts,59,invalid_reason_code,Reason code must be active for this restaurant.,api,POST /api/stock-adjustments,5,,
api-227,src/app/api/stock-adjustments/route.ts,69,invalid_reason_code,(dynamic) `Reason category '${reason.category}' does not apply to a ${body.kind}.`,api,POST /api/stock-adjustments,5,,
api-228,src/app/api/team/accept-invite/route.ts,35,unauthorized,Unauthorized,api,POST /api/team/accept-invite,5,,
api-229,src/app/api/team/accept-invite/route.ts,61,bad_request,Invitation token is required.,api,POST /api/team/accept-invite,5,,
api-230,src/app/api/team/accept-invite/route.ts,70,internal_error,Failed to accept invitation.,api,POST /api/team/accept-invite,5,,
api-231,src/app/api/team/accept-invite/route.ts,81,not_found,Invalid or expired invitation. not found.,api,POST /api/team/accept-invite,5,,
api-232,src/app/api/team/accept-invite/route.ts,90,not_found,Invalid or expired invitation. not found.,api,POST /api/team/accept-invite,5,,
api-233,src/app/api/team/accept-invite/route.ts,117,bad_request,This invitation has already been used.,api,POST /api/team/accept-invite,5,,
api-234,src/app/api/team/accept-invite/route.ts,121,bad_request,This invitation has expired.,api,POST /api/team/accept-invite,5,,
api-235,src/app/api/team/accept-invite/route.ts,143,internal_error,Failed to join restaurant.,api,POST /api/team/accept-invite,5,,
api-236,src/app/api/team/invite/route.ts,31,bad_request,"(dynamic) parsed.error.issues[0]?.message ?? ""Invalid input.""",api,POST /api/team/invite,5,,
api-237,src/app/api/team/invite/route.ts,57,internal_error,Failed to create invitation.,api,POST /api/team/invite,5,,
api-238,src/app/api/team/members/[id]/route.ts,28,bad_request,"Invalid role. Must be owner, manager, or staff.",api,PATCH /api/team/members/:id,5,,
api-239,src/app/api/team/members/[id]/route.ts,40,not_found,Member not found.,api,PATCH /api/team/members/:id,5,,
api-240,src/app/api/team/members/[id]/route.ts,52,bad_request,Cannot demote the last owner.,api,PATCH /api/team/members/:id,5,,
api-241,src/app/api/team/members/[id]/route.ts,67,internal_error,Failed to update role.,api,PATCH /api/team/members/:id,5,,
api-242,src/app/api/team/members/[id]/route.ts,91,not_found,Member not found.,api,DELETE /api/team/members/:id,5,,
api-243,src/app/api/team/members/[id]/route.ts,96,bad_request,Cannot remove yourself.,api,DELETE /api/team/members/:id,5,,
api-244,src/app/api/team/members/[id]/route.ts,107,internal_error,Failed to remove member.,api,DELETE /api/team/members/:id,5,,
api-245,src/app/api/wine-list-items/[id]/route.ts,25,not_found,Item not found.,api,DELETE /api/wine-list-items/:id,5,,
api-246,src/app/api/wine-list-items/[id]/route.ts,96,not_found,Item not found.,api,PATCH /api/wine-list-items/:id,5,,
api-247,src/app/api/wine-list-items/reorder/route.ts,32,bad_request,orderedIds array is required.,api,PATCH /api/wine-list-items/reorder,5,,
api-248,src/app/api/wine-list-items/reorder/route.ts,37,not_found,One or more items not found.,api,PATCH /api/wine-list-items/reorder,5,,
api-249,src/app/api/wine-list-items/route.ts,32,bad_request,"(dynamic) parsed.error.issues[0]?.message ?? ""Invalid input.""",api,POST /api/wine-list-items,5,,
api-250,src/app/api/wine-list-items/route.ts,44,not_found,Section not found.,api,POST /api/wine-list-items,5,,
api-251,src/app/api/wine-list-items/route.ts,88,internal_error,Failed to add wine.,api,POST /api/wine-list-items,5,,
api-252,src/app/api/wine-list-sections/[id]/route.ts,40,not_found,Section not found.,api,PATCH /api/wine-list-sections/:id,5,,
api-253,src/app/api/wine-list-sections/[id]/route.ts,70,not_found,Section not found.,api,DELETE /api/wine-list-sections/:id,5,,
api-254,src/app/api/wine-list-sections/reorder/route.ts,24,bad_request,orderedIds array is required.,api,PATCH /api/wine-list-sections/reorder,5,,
api-255,src/app/api/wine-list-sections/reorder/route.ts,30,not_found,One or more sections not found.,api,PATCH /api/wine-list-sections/reorder,5,,
api-256,src/app/api/wine-list-sections/route.ts,61,not_found,Wine list not found.,api,POST /api/wine-list-sections,5,,
api-257,src/app/api/wine-lists/[id]/clone/route.ts,54,not_found,Wine list not found.,api,POST /api/wine-lists/:id/clone,5,,
api-258,src/app/api/wine-lists/[id]/csv/route.ts,49,not_found,Wine list not found.,api,GET /api/wine-lists/:id/csv,5,,
api-259,src/app/api/wine-lists/[id]/csv/route.ts,116,internal_error,Failed to generate CSV export.,api,GET /api/wine-lists/:id/csv,5,,
api-260,src/app/api/wine-lists/[id]/publish/route.ts,42,not_found,Wine list not found.,api,POST /api/wine-lists/:id/publish,5,,
api-261,src/app/api/wine-lists/[id]/publish/route.ts,76,slug_collision,This slug is already in use by another list in your restaurant.,api,POST /api/wine-lists/:id/publish,5,,
api-262,src/app/api/wine-lists/[id]/publish/route.ts,138,not_found,Wine list not found.,api,DELETE /api/wine-lists/:id/publish,5,,
api-263,src/app/api/wine-lists/[id]/route.ts,56,invalid_slug,Slug must not be empty.,api,PATCH /api/wine-lists/:id,5,,
api-264,src/app/api/wine-lists/[id]/route.ts,59,invalid_slug,"Slug must contain only lowercase letters, numbers, and hyphens.",api,PATCH /api/wine-lists/:id,5,,
api-265,src/app/api/wine-lists/[id]/route.ts,65,invalid_slug,Slug must be 50 characters or fewer.,api,PATCH /api/wine-lists/:id,5,,
api-266,src/app/api/wine-lists/[id]/route.ts,77,slug_collision,This slug is already in use by another list in your restaurant.,api,PATCH /api/wine-lists/:id,5,,
api-267,src/app/api/wine-lists/[id]/route.ts,106,not_found,Wine list not found.,api,PATCH /api/wine-lists/:id,5,,
api-268,src/app/api/wine-lists/[id]/route.ts,134,not_found,Wine list not found.,api,DELETE /api/wine-lists/:id,5,,
api-269,src/app/api/wine-lists/[id]/route.ts,144,not_found,Wine list not found.,api,DELETE /api/wine-lists/:id,5,,
api-270,src/app/api/wine-lists/[id]/route.ts,148,must_archive_first,Active lists must be archived before they can be deleted.,api,DELETE /api/wine-lists/:id,5,,
api-271,src/app/api/wine-lists/[id]/route.ts,218,not_found,Wine list not found.,api,DELETE /api/wine-lists/:id,5,,
api-272,src/app/api/wine-lists/[id]/theme/route.ts,35,theme_contrast_failed,(dynamic) `${failure.pair} is ${failure.ratio.toFixed(2)}:1; WCAG AA requires ${failure.required.toFixed(2)}:1. Choose a higher-contrast colour pair.`,api,POST /api/wine-lists/:id/theme,5,,
api-273,src/app/api/wine-lists/[id]/theme/route.ts,49,not_found,Wine list not found.,api,POST /api/wine-lists/:id/theme,5,,
api-274,src/app/api/wine-lists/route.ts,29,bad_request,"(dynamic) parsed.error.issues[0]?.message ?? ""Invalid input.""",api,POST /api/wine-lists,5,,
api-275,src/app/api/wine-lists/route.ts,57,internal_error,Failed to create wine list.,api,POST /api/wine-lists,5,,
api-276,src/app/api/wine-lists/route.ts,85,internal_error,Failed to create sections.,api,POST /api/wine-lists,5,,
api-277,src/app/api/wines/[id]/availability/route.ts,72,not_found,Wine not found.,api,PATCH /api/wines/:id/availability,5,,
api-278,src/app/api/wines/[id]/dismiss-pricing-alert/route.ts,25,forbidden,Dismissing pricing alerts requires owner or manager role.,api,POST /api/wines/:id/dismiss-pricing-alert,5,,
api-279,src/app/api/wines/[id]/dismiss-pricing-alert/route.ts,30,bad_request,wine id required,api,POST /api/wines/:id/dismiss-pricing-alert,5,,
api-280,src/app/api/wines/[id]/dismiss-pricing-alert/route.ts,67,not_found,Wine not found.,api,POST /api/wines/:id/dismiss-pricing-alert,5,,
api-281,src/app/api/wines/[id]/dismiss-pricing-alert/route.ts,82,internal_error,Failed to clear dismissal.,api,POST /api/wines/:id/dismiss-pricing-alert,5,,
api-282,src/app/api/wines/[id]/dismiss-pricing-alert/route.ts,97,internal_error,Failed to dismiss alert.,api,POST /api/wines/:id/dismiss-pricing-alert,5,,
api-283,src/app/api/wines/[id]/enrich/route.ts,39,forbidden,Enriching wines requires owner or manager role.,api,POST /api/wines/:id/enrich,5,,
api-284,src/app/api/wines/[id]/enrich/route.ts,44,bad_request,wine id required,api,POST /api/wines/:id/enrich,5,,
api-285,src/app/api/wines/[id]/enrich/route.ts,57,not_found,Wine not found.,api,POST /api/wines/:id/enrich,5,,
api-286,src/app/api/wines/[id]/enrich/route.ts,191,internal_error,Failed to write enrichment.,api,POST /api/wines/:id/enrich,5,,
api-287,src/app/api/wines/[id]/image/route.ts,39,bad_request,Expected multipart/form-data.,api,POST /api/wines/:id/image,5,,
api-288,src/app/api/wines/[id]/image/route.ts,44,bad_request,Missing 'file' field.,api,POST /api/wines/:id/image,5,,
api-289,src/app/api/wines/[id]/image/route.ts,57,not_found,Wine not found.,api,POST /api/wines/:id/image,5,,
api-290,src/app/api/wines/[id]/image/route.ts,66,internal_error,Image upload failed.,api,POST /api/wines/:id/image,5,,
api-291,src/app/api/wines/[id]/image/route.ts,96,not_found,Wine not found.,api,DELETE /api/wines/:id/image,5,,
api-292,src/app/api/wines/[id]/overpaid/route.ts,24,bad_request,wine id required,api,POST /api/wines/:id/overpaid,5,,
api-293,src/app/api/wines/[id]/overpaid/route.ts,43,not_found,Wine not found.,api,POST /api/wines/:id/overpaid,5,,
api-294,src/app/api/wines/[id]/overpaid/route.ts,59,internal_error,Failed to update flag.,api,POST /api/wines/:id/overpaid,5,,
api-295,src/app/api/wines/[id]/pricing-suggestion/route.ts,45,bad_request,wine id required,api,GET /api/wines/:id/pricing-suggestion,5,,
api-296,src/app/api/wines/[id]/pricing-suggestion/route.ts,66,not_found,Wine not found.,api,GET /api/wines/:id/pricing-suggestion,5,,
api-297,src/app/api/wines/[id]/pricing-suggestion/route.ts,134,internal_error,Failed to compute suggestion.,api,GET /api/wines/:id/pricing-suggestion,5,,
api-298,src/app/api/wines/[id]/pricing-targets/route.ts,43,forbidden,Setting pricing targets requires owner or manager role.,api,PATCH /api/wines/:id/pricing-targets,5,,
api-299,src/app/api/wines/[id]/pricing-targets/route.ts,48,bad_request,wine id required,api,PATCH /api/wines/:id/pricing-targets,5,,
api-300,src/app/api/wines/[id]/pricing-targets/route.ts,98,not_found,Wine not found.,api,PATCH /api/wines/:id/pricing-targets,5,,
api-301,src/app/api/wines/[id]/refresh-retail/route.ts,31,forbidden,Refreshing retail data requires owner or manager role.,api,POST /api/wines/:id/refresh-retail,5,,
api-302,src/app/api/wines/[id]/refresh-retail/route.ts,36,bad_request,wine id required,api,POST /api/wines/:id/refresh-retail,5,,
api-303,src/app/api/wines/[id]/refresh-retail/route.ts,48,not_found,Wine not found.,api,POST /api/wines/:id/refresh-retail,5,,
api-304,src/app/api/wines/[id]/refresh-retail/route.ts,131,internal_error,Failed to write retail data.,api,POST /api/wines/:id/refresh-retail,5,,
api-305,src/app/api/wines/[id]/route.ts,120,not_found,Wine not found.,api,PATCH /api/wines/:id,5,,
api-306,src/app/api/wines/[id]/snooze-alert/route.ts,31,forbidden,Snoozing alerts requires owner or manager role.,api,POST /api/wines/:id/snooze-alert,5,,
api-307,src/app/api/wines/[id]/snooze-alert/route.ts,36,bad_request,wine id required,api,POST /api/wines/:id/snooze-alert,5,,
api-308,src/app/api/wines/[id]/snooze-alert/route.ts,77,not_found,Wine not found.,api,POST /api/wines/:id/snooze-alert,5,,
api-309,src/app/api/wines/[id]/snooze-alert/route.ts,93,internal_error,Failed to clear snooze.,api,POST /api/wines/:id/snooze-alert,5,,
api-310,src/app/api/wines/[id]/snooze-alert/route.ts,108,internal_error,Failed to snooze alert.,api,POST /api/wines/:id/snooze-alert,5,,
api-311,src/app/api/wines/create-from-lwin/route.ts,29,bad_request,Missing required fields.,api,POST /api/wines/create-from-lwin,5,,
api-312,src/app/api/wines/create-from-lwin/route.ts,59,internal_error,Failed to create wine.,api,POST /api/wines/create-from-lwin,5,,
api-313,src/app/api/wines/merge/route.ts,42,bad_request,Source and target are the same wine.,api,POST /api/wines/merge,5,,
api-314,src/app/api/wines/merge/route.ts,57,internal_error,Failed to load wines for merge.,api,POST /api/wines/merge,5,,
api-315,src/app/api/wines/merge/route.ts,63,not_found,Wine not found.,api,POST /api/wines/merge,5,,
api-316,src/app/api/wines/merge/route.ts,71,lineage_mismatch_merge,These wines are not the same producer-cuvée. Merging is only for true duplicates.,api,POST /api/wines/merge,5,,
api-317,src/app/api/wines/merge/route.ts,77,cross_vintage_merge,"(dynamic) `${source.vintage ?? ""NV""} and ${target.vintage ?? ""NV""} are distinct vintages of ${target.producer} ${target.name} — they are already linked as vintage siblings, not duplicates.`",api,POST /api/wines/merge,5,,
api-318,src/app/api/wines/merge/route.ts,83,format_mismatch_merge,(dynamic) `${source.size_ml} ml and ${target.size_ml} ml are distinct formats.`,api,POST /api/wines/merge,5,,
api-319,src/app/api/wines/merge/route.ts,102,not_found,Wine not found.,api,POST /api/wines/merge,5,,
api-320,src/app/api/wines/refresh-retail-batch/route.ts,33,forbidden,Refreshing retail data requires owner or manager role.,api,POST /api/wines/refresh-retail-batch,5,,
ui-321,src/app/global-error.tsx,69,(root error boundary),Something went wrong. / An unexpected error occurred. The team has been notified...,ui,"Root layout itself throws (last-resort boundary, App Router error.tsx can't catch it)",5,,
